NewID,OriginalID,Goodsample,Cutoffmanual,gap_manual,species,donor,0h read 1,0h read2,2h read1,2h read2,8h read1,8h read2
StrainAtlasProphage_187,BP-3_FSA-139_D03,1,6,,Bacteroides_uniformis,H288,BP3_1_FSA-139-0h_D03_R1_001.fastq.gz,BP3_1_FSA-139-0h_D03_R2_001.fastq.gz,BP3_1_FSA-139-2h_D03_R1_001.fastq.gz,BP3_1_FSA-139-2h_D03_R2_001.fastq.gz,BP3_1_FSA-139-8h_D03_R1_001.fastq.gz,BP3_1_FSA-139-8h_D03_R2_001.fastq.gz
StrainAtlasProphage_188,BP-3_FSA-139_D04,1,,,Bacteroides_uniformis,H179,BP3_1_FSA-139-0h_D04_R1_001.fastq.gz,BP3_1_FSA-139-0h_D04_R2_001.fastq.gz,BP3_1_FSA-139-2h_D04_R1_001.fastq.gz,BP3_1_FSA-139-2h_D04_R2_001.fastq.gz,BP3_1_FSA-139-8h_D04_R1_001.fastq.gz,BP3_1_FSA-139-8h_D04_R2_001.fastq.gz
StrainAtlasProphage_189,BP-3_FSA-139_D05,1,,,Bifidobacterium_longum,H182,BP3_1_FSA-139-0h_D05_R1_001.fastq.gz,BP3_1_FSA-139-0h_D05_R2_001.fastq.gz,BP3_1_FSA-139-2h_D05_R1_001.fastq.gz,BP3_1_FSA-139-2h_D05_R2_001.fastq.gz,BP3_1_FSA-139-8h_D05_R1_001.fastq.gz,BP3_1_FSA-139-8h_D05_R2_001.fastq.gz
StrainAtlasProphage_190,BP-3_FSA-139_D06,1,,,Streptococcus_salivarius,H184,BP3_1_FSA-139-0h_D06_R1_001.fastq.gz,BP3_1_FSA-139-0h_D06_R2_001.fastq.gz,BP3_1_FSA-139-2h_D06_R1_001.fastq.gz,BP3_1_FSA-139-2h_D06_R2_001.fastq.gz,BP3_1_FSA-139-8h_D06_R1_001.fastq.gz,BP3_1_FSA-139-8h_D06_R2_001.fastq.gz
StrainAtlasProphage_191,BP-3_FSA-139_D08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_D08_R1_001.fastq.gz,BP3_1_FSA-139-0h_D08_R2_001.fastq.gz,BP3_1_FSA-139-2h_D08_R1_001.fastq.gz,BP3_1_FSA-139-2h_D08_R2_001.fastq.gz,BP3_1_FSA-139-8h_D08_R1_001.fastq.gz,BP3_1_FSA-139-8h_D08_R2_001.fastq.gz
StrainAtlasProphage_192,BP-3_FSA-139_D09,1,,,Peptoniphilus_A_lacrimalis,H308,BP3_1_FSA-139-0h_D09_R1_001.fastq.gz,BP3_1_FSA-139-0h_D09_R2_001.fastq.gz,BP3_1_FSA-139-2h_D09_R1_001.fastq.gz,BP3_1_FSA-139-2h_D09_R2_001.fastq.gz,BP3_1_FSA-139-8h_D09_R1_001.fastq.gz,BP3_1_FSA-139-8h_D09_R2_001.fastq.gz
StrainAtlasProphage_193,BP-3_FSA-139_D10,1,,,Collinsella_sp900541145,H287,BP3_1_FSA-139-0h_D10_R1_001.fastq.gz,BP3_1_FSA-139-0h_D10_R2_001.fastq.gz,BP3_1_FSA-139-2h_D10_R1_001.fastq.gz,BP3_1_FSA-139-2h_D10_R2_001.fastq.gz,BP3_1_FSA-139-8h_D10_R1_001.fastq.gz,BP3_1_FSA-139-8h_D10_R2_001.fastq.gz
StrainAtlasProphage_194,BP-3_FSA-139_D11,1,,,Bifidobacterium_adolescentis,H290,BP3_1_FSA-139-0h_D11_R1_001.fastq.gz,BP3_1_FSA-139-0h_D11_R2_001.fastq.gz,BP3_1_FSA-139-2h_D11_R1_001.fastq.gz,BP3_1_FSA-139-2h_D11_R2_001.fastq.gz,BP3_1_FSA-139-8h_D11_R1_001.fastq.gz,BP3_1_FSA-139-8h_D11_R2_001.fastq.gz
StrainAtlasProphage_195,BP-3_FSA-139_E01,1,,,Bacteroides_uniformis,H298,BP3_1_FSA-139-0h_E01_R1_001.fastq.gz,BP3_1_FSA-139-0h_E01_R2_001.fastq.gz,BP3_1_FSA-139-2h_E01_R1_001.fastq.gz,BP3_1_FSA-139-2h_E01_R2_001.fastq.gz,BP3_1_FSA-139-8h_E01_R1_001.fastq.gz,BP3_1_FSA-139-8h_E01_R2_001.fastq.gz
StrainAtlasProphage_196,BP-3_FSA-139_E03,1,,,Bacteroides_uniformis,H288,BP3_1_FSA-139-0h_E03_R1_001.fastq.gz,BP3_1_FSA-139-0h_E03_R2_001.fastq.gz,BP3_1_FSA-139-2h_E03_R1_001.fastq.gz,BP3_1_FSA-139-2h_E03_R2_001.fastq.gz,BP3_1_FSA-139-8h_E03_R1_001.fastq.gz,BP3_1_FSA-139-8h_E03_R2_001.fastq.gz
StrainAtlasProphage_197,BP-3_FSA-139_E04,1,2,,Bacteroides_caccae,H179,BP3_1_FSA-139-0h_E04_R1_001.fastq.gz,BP3_1_FSA-139-0h_E04_R2_001.fastq.gz,BP3_1_FSA-139-2h_E04_R1_001.fastq.gz,BP3_1_FSA-139-2h_E04_R2_001.fastq.gz,BP3_1_FSA-139-8h_E04_R1_001.fastq.gz,BP3_1_FSA-139-8h_E04_R2_001.fastq.gz
StrainAtlasProphage_198,BP-3_FSA-139_E05,1,,,Collinsella_sp900541125,H182,BP3_1_FSA-139-0h_E05_R1_001.fastq.gz,BP3_1_FSA-139-0h_E05_R2_001.fastq.gz,BP3_1_FSA-139-2h_E05_R1_001.fastq.gz,BP3_1_FSA-139-2h_E05_R2_001.fastq.gz,BP3_1_FSA-139-8h_E05_R1_001.fastq.gz,BP3_1_FSA-139-8h_E05_R2_001.fastq.gz
StrainAtlasProphage_199,BP-3_FSA-139_E07,1,,,Bifidobacterium_adolescentis,H300,BP3_1_FSA-139-0h_E07_R1_001.fastq.gz,BP3_1_FSA-139-0h_E07_R2_001.fastq.gz,BP3_1_FSA-139-2h_E07_R1_001.fastq.gz,BP3_1_FSA-139-2h_E07_R2_001.fastq.gz,BP3_1_FSA-139-8h_E07_R1_001.fastq.gz,BP3_1_FSA-139-8h_E07_R2_001.fastq.gz
StrainAtlasProphage_200,BP-3_FSA-139_E08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_E08_R1_001.fastq.gz,BP3_1_FSA-139-0h_E08_R2_001.fastq.gz,BP3_1_FSA-139-2h_E08_R1_001.fastq.gz,BP3_1_FSA-139-2h_E08_R2_001.fastq.gz,BP3_1_FSA-139-8h_E08_R1_001.fastq.gz,BP3_1_FSA-139-8h_E08_R2_001.fastq.gz
StrainAtlasProphage_201,BP-3_FSA-139_E09,1,,,Collinsella_aerofaciens_J,H308,BP3_1_FSA-139-0h_E09_R1_001.fastq.gz,BP3_1_FSA-139-0h_E09_R2_001.fastq.gz,BP3_1_FSA-139-2h_E09_R1_001.fastq.gz,BP3_1_FSA-139-2h_E09_R2_001.fastq.gz,BP3_1_FSA-139-8h_E09_R1_001.fastq.gz,BP3_1_FSA-139-8h_E09_R2_001.fastq.gz
StrainAtlasProphage_202,BP-3_FSA-139_E10,1,,,Bifidobacterium_longum,H287,BP3_1_FSA-139-0h_E10_R1_001.fastq.gz,BP3_1_FSA-139-0h_E10_R2_001.fastq.gz,BP3_1_FSA-139-2h_E10_R1_001.fastq.gz,BP3_1_FSA-139-2h_E10_R2_001.fastq.gz,BP3_1_FSA-139-8h_E10_R1_001.fastq.gz,BP3_1_FSA-139-8h_E10_R2_001.fastq.gz
StrainAtlasProphage_203,BP-3_FSA-139_E11,1,,,Bifidobacterium_adolescentis,H290,BP3_1_FSA-139-0h_E11_R1_001.fastq.gz,BP3_1_FSA-139-0h_E11_R2_001.fastq.gz,BP3_1_FSA-139-2h_E11_R1_001.fastq.gz,BP3_1_FSA-139-2h_E11_R2_001.fastq.gz,BP3_1_FSA-139-8h_E11_R1_001.fastq.gz,BP3_1_FSA-139-8h_E11_R2_001.fastq.gz
StrainAtlasProphage_204,BP-3_FSA-139_E12,1,,,Collinsella_sp900541175,H296,BP3_1_FSA-139-0h_E12_R1_001.fastq.gz,BP3_1_FSA-139-0h_E12_R2_001.fastq.gz,BP3_1_FSA-139-2h_E12_R1_001.fastq.gz,BP3_1_FSA-139-2h_E12_R2_001.fastq.gz,BP3_1_FSA-139-8h_E12_R1_001.fastq.gz,BP3_1_FSA-139-8h_E12_R2_001.fastq.gz
StrainAtlasProphage_205,BP-3_FSA-139_F02,1,,,Escherichia_coli,H291,BP3_1_FSA-139-0h_F02_R1_001.fastq.gz,BP3_1_FSA-139-0h_F02_R2_001.fastq.gz,BP3_1_FSA-139-2h_F02_R1_001.fastq.gz,BP3_1_FSA-139-2h_F02_R2_001.fastq.gz,BP3_1_FSA-139-8h_F02_R1_001.fastq.gz,BP3_1_FSA-139-8h_F02_R2_001.fastq.gz
StrainAtlasProphage_206,BP-3_FSA-139_F03,1,,,Enterococcus_D_casseliflavus,H288,BP3_1_FSA-139-0h_F03_R1_001.fastq.gz,BP3_1_FSA-139-0h_F03_R2_001.fastq.gz,BP3_1_FSA-139-2h_F03_R1_001.fastq.gz,BP3_1_FSA-139-2h_F03_R2_001.fastq.gz,BP3_1_FSA-139-8h_F03_R1_001.fastq.gz,BP3_1_FSA-139-8h_F03_R2_001.fastq.gz
StrainAtlasProphage_207,BP-3_FSA-139_F04,1,,,Lacticaseibacillus_rhamnosus,H179,BP3_1_FSA-139-0h_F04_R1_001.fastq.gz,BP3_1_FSA-139-0h_F04_R2_001.fastq.gz,BP3_1_FSA-139-2h_F04_R1_001.fastq.gz,BP3_1_FSA-139-2h_F04_R2_001.fastq.gz,BP3_1_FSA-139-8h_F04_R1_001.fastq.gz,BP3_1_FSA-139-8h_F04_R2_001.fastq.gz
StrainAtlasProphage_208,BP-3_FSA-139_F06,1,,,Bacteroides_thetaiotaomicron,H184,BP3_1_FSA-139-0h_F06_R1_001.fastq.gz,BP3_1_FSA-139-0h_F06_R2_001.fastq.gz,BP3_1_FSA-139-2h_F06_R1_001.fastq.gz,BP3_1_FSA-139-2h_F06_R2_001.fastq.gz,BP3_1_FSA-139-8h_F06_R1_001.fastq.gz,BP3_1_FSA-139-8h_F06_R2_001.fastq.gz
StrainAtlasProphage_209,BP-3_FSA-139_F07,1,,,Bifidobacterium_adolescentis,H300,BP3_1_FSA-139-0h_F07_R1_001.fastq.gz,BP3_1_FSA-139-0h_F07_R2_001.fastq.gz,BP3_1_FSA-139-2h_F07_R1_001.fastq.gz,BP3_1_FSA-139-2h_F07_R2_001.fastq.gz,BP3_1_FSA-139-8h_F07_R1_001.fastq.gz,BP3_1_FSA-139-8h_F07_R2_001.fastq.gz
StrainAtlasProphage_210,BP-3_FSA-139_F08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_F08_R1_001.fastq.gz,BP3_1_FSA-139-0h_F08_R2_001.fastq.gz,BP3_1_FSA-139-2h_F08_R1_001.fastq.gz,BP3_1_FSA-139-2h_F08_R2_001.fastq.gz,BP3_1_FSA-139-8h_F08_R1_001.fastq.gz,BP3_1_FSA-139-8h_F08_R2_001.fastq.gz
StrainAtlasProphage_211,BP-3_FSA-139_F09,1,,,Bifidobacterium_adolescentis,H308,BP3_1_FSA-139-0h_F09_R1_001.fastq.gz,BP3_1_FSA-139-0h_F09_R2_001.fastq.gz,BP3_1_FSA-139-2h_F09_R1_001.fastq.gz,BP3_1_FSA-139-2h_F09_R2_001.fastq.gz,BP3_1_FSA-139-8h_F09_R1_001.fastq.gz,BP3_1_FSA-139-8h_F09_R2_001.fastq.gz
StrainAtlasProphage_212,BP-3_FSA-139_F10,1,,,Bifidobacterium_angulatum,H287,BP3_1_FSA-139-0h_F10_R1_001.fastq.gz,BP3_1_FSA-139-0h_F10_R2_001.fastq.gz,BP3_1_FSA-139-2h_F10_R1_001.fastq.gz,BP3_1_FSA-139-2h_F10_R2_001.fastq.gz,BP3_1_FSA-139-8h_F10_R1_001.fastq.gz,BP3_1_FSA-139-8h_F10_R2_001.fastq.gz
StrainAtlasProphage_213,BP-3_FSA-139_F11,1,,,Bifidobacterium_adolescentis,H290,BP3_1_FSA-139-0h_F11_R1_001.fastq.gz,BP3_1_FSA-139-0h_F11_R2_001.fastq.gz,BP3_1_FSA-139-2h_F11_R1_001.fastq.gz,BP3_1_FSA-139-2h_F11_R2_001.fastq.gz,BP3_1_FSA-139-8h_F11_R1_001.fastq.gz,BP3_1_FSA-139-8h_F11_R2_001.fastq.gz
StrainAtlasProphage_214,BP-3_FSA-139_F12,1,,,Bacteroides_uniformis,H296,BP3_1_FSA-139-0h_F12_R1_001.fastq.gz,BP3_1_FSA-139-0h_F12_R2_001.fastq.gz,BP3_1_FSA-139-2h_F12_R1_001.fastq.gz,BP3_1_FSA-139-2h_F12_R2_001.fastq.gz,BP3_1_FSA-139-8h_F12_R1_001.fastq.gz,BP3_1_FSA-139-8h_F12_R2_001.fastq.gz
StrainAtlasProphage_215,BP-3_FSA-139_G01,1,,,Bacteroides_uniformis,H298,BP3_1_FSA-139-0h_G01_R1_001.fastq.gz,BP3_1_FSA-139-0h_G01_R2_001.fastq.gz,BP3_1_FSA-139-2h_G01_R1_001.fastq.gz,BP3_1_FSA-139-2h_G01_R2_001.fastq.gz,BP3_1_FSA-139-8h_G01_R1_001.fastq.gz,BP3_1_FSA-139-8h_G01_R2_001.fastq.gz
StrainAtlasProphage_216,BP-3_FSA-139_G02,1,,,Eggerthella_lenta,H291,BP3_1_FSA-139-0h_G02_R1_001.fastq.gz,BP3_1_FSA-139-0h_G02_R2_001.fastq.gz,BP3_1_FSA-139-2h_G02_R1_001.fastq.gz,BP3_1_FSA-139-2h_G02_R2_001.fastq.gz,BP3_1_FSA-139-8h_G02_R1_001.fastq.gz,BP3_1_FSA-139-8h_G02_R2_001.fastq.gz
StrainAtlasProphage_217,BP-3_FSA-139_G03,1,7,,Bacteroides_uniformis,H288,BP3_1_FSA-139-0h_G03_R1_001.fastq.gz,BP3_1_FSA-139-0h_G03_R2_001.fastq.gz,BP3_1_FSA-139-2h_G03_R1_001.fastq.gz,BP3_1_FSA-139-2h_G03_R2_001.fastq.gz,BP3_1_FSA-139-8h_G03_R1_001.fastq.gz,BP3_1_FSA-139-8h_G03_R2_001.fastq.gz
StrainAtlasProphage_218,BP-3_FSA-139_G04,1,,,Escherichia_coli,H179,BP3_1_FSA-139-0h_G04_R1_001.fastq.gz,BP3_1_FSA-139-0h_G04_R2_001.fastq.gz,BP3_1_FSA-139-2h_G04_R1_001.fastq.gz,BP3_1_FSA-139-2h_G04_R2_001.fastq.gz,BP3_1_FSA-139-8h_G04_R1_001.fastq.gz,BP3_1_FSA-139-8h_G04_R2_001.fastq.gz
StrainAtlasProphage_219,BP-3_FSA-139_G05,1,,,Collinsella_sp900541125,H182,BP3_1_FSA-139-0h_G05_R1_001.fastq.gz,BP3_1_FSA-139-0h_G05_R2_001.fastq.gz,BP3_1_FSA-139-2h_G05_R1_001.fastq.gz,BP3_1_FSA-139-2h_G05_R2_001.fastq.gz,BP3_1_FSA-139-8h_G05_R1_001.fastq.gz,BP3_1_FSA-139-8h_G05_R2_001.fastq.gz
StrainAtlasProphage_220,BP-3_FSA-139_G07,1,,,Collinsella_aerofaciens_J,H300,BP3_1_FSA-139-0h_G07_R1_001.fastq.gz,BP3_1_FSA-139-0h_G07_R2_001.fastq.gz,BP3_1_FSA-139-2h_G07_R1_001.fastq.gz,BP3_1_FSA-139-2h_G07_R2_001.fastq.gz,BP3_1_FSA-139-8h_G07_R1_001.fastq.gz,BP3_1_FSA-139-8h_G07_R2_001.fastq.gz
StrainAtlasProphage_221,BP-3_FSA-139_G08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_G08_R1_001.fastq.gz,BP3_1_FSA-139-0h_G08_R2_001.fastq.gz,BP3_1_FSA-139-2h_G08_R1_001.fastq.gz,BP3_1_FSA-139-2h_G08_R2_001.fastq.gz,BP3_1_FSA-139-8h_G08_R1_001.fastq.gz,BP3_1_FSA-139-8h_G08_R2_001.fastq.gz
StrainAtlasProphage_222,BP-3_FSA-139_G11,1,,,Bifidobacterium_adolescentis,H290,BP3_1_FSA-139-0h_G11_R1_001.fastq.gz,BP3_1_FSA-139-0h_G11_R2_001.fastq.gz,BP3_1_FSA-139-2h_G11_R1_001.fastq.gz,BP3_1_FSA-139-2h_G11_R2_001.fastq.gz,BP3_1_FSA-139-8h_G11_R1_001.fastq.gz,BP3_1_FSA-139-8h_G11_R2_001.fastq.gz
StrainAtlasProphage_223,BP-3_FSA-139_H05,1,,,Bifidobacterium_longum,H182,BP3_1_FSA-139-0h_H05_R1_001.fastq.gz,BP3_1_FSA-139-0h_H05_R2_001.fastq.gz,BP3_1_FSA-139-2h_H05_R1_001.fastq.gz,BP3_1_FSA-139-2h_H05_R2_001.fastq.gz,BP3_1_FSA-139-8h_H05_R1_001.fastq.gz,BP3_1_FSA-139-8h_H05_R2_001.fastq.gz
StrainAtlasProphage_224,BP-3_FSA-139_H07,1,,,Bifidobacterium_adolescentis,H300,BP3_1_FSA-139-0h_H07_R1_001.fastq.gz,BP3_1_FSA-139-0h_H07_R2_001.fastq.gz,BP3_1_FSA-139-2h_H07_R1_001.fastq.gz,BP3_1_FSA-139-2h_H07_R2_001.fastq.gz,BP3_1_FSA-139-8h_H07_R1_001.fastq.gz,BP3_1_FSA-139-8h_H07_R2_001.fastq.gz
StrainAtlasProphage_225,BP-3_FSA-139_H08,1,,,Bifidobacterium_adolescentis,H303,BP3_1_FSA-139-0h_H08_R1_001.fastq.gz,BP3_1_FSA-139-0h_H08_R2_001.fastq.gz,BP3_1_FSA-139-2h_H08_R1_001.fastq.gz,BP3_1_FSA-139-2h_H08_R2_001.fastq.gz,BP3_1_FSA-139-8h_H08_R1_001.fastq.gz,BP3_1_FSA-139-8h_H08_R2_001.fastq.gz
StrainAtlasProphage_226,BP-3_FSA-139_H09,1,,,Escherichia_coli,H308,BP3_1_FSA-139-0h_H09_R1_001.fastq.gz,BP3_1_FSA-139-0h_H09_R2_001.fastq.gz,BP3_1_FSA-139-2h_H09_R1_001.fastq.gz,BP3_1_FSA-139-2h_H09_R2_001.fastq.gz,BP3_1_FSA-139-8h_H09_R1_001.fastq.gz,BP3_1_FSA-139-8h_H09_R2_001.fastq.gz
StrainAtlasProphage_227,BP-3_FSA-139_H10,1,,,Bifidobacterium_adolescentis,H287,BP3_1_FSA-139-0h_H10_R1_001.fastq.gz,BP3_1_FSA-139-0h_H10_R2_001.fastq.gz,BP3_1_FSA-139-2h_H10_R1_001.fastq.gz,BP3_1_FSA-139-2h_H10_R2_001.fastq.gz,BP3_1_FSA-139-8h_H10_R1_001.fastq.gz,BP3_1_FSA-139-8h_H10_R2_001.fastq.gz
StrainAtlasProphage_228,BP-3_FSA-139_H11,1,,,Bifidobacterium_adolescentis,H290,BP3_1_FSA-139-0h_H11_R1_001.fastq.gz,BP3_1_FSA-139-0h_H11_R2_001.fastq.gz,BP3_1_FSA-139-2h_H11_R1_001.fastq.gz,BP3_1_FSA-139-2h_H11_R2_001.fastq.gz,BP3_1_FSA-139-8h_H11_R1_001.fastq.gz,BP3_1_FSA-139-8h_H11_R2_001.fastq.gz
StrainAtlasProphage_229,BU-01_A06,1,,,Bacteroides_uniformis,H185,BP3_1_BU-01-0h_A06_R1_001.fastq.gz,BP3_1_BU-01-0h_A06_R2_001.fastq.gz,BP3_1_BU-01-2h_A06_R1_001.fastq.gz,BP3_1_BU-01-2h_A06_R2_001.fastq.gz,BP3_1_BU-01-8h_A06_R1_001.fastq.gz,BP3_1_BU-01-8h_A06_R2_001.fastq.gz
StrainAtlasProphage_230,BU-01_A11,1,,,Bacteroides_uniformis,H271,BP3_1_BU-01-0h_A11_R1_001.fastq.gz,BP3_1_BU-01-0h_A11_R2_001.fastq.gz,BP3_1_BU-01-2h_A11_R1_001.fastq.gz,BP3_1_BU-01-2h_A11_R2_001.fastq.gz,BP3_1_BU-01-8h_A11_R1_001.fastq.gz,BP3_1_BU-01-8h_A11_R2_001.fastq.gz
StrainAtlasProphage_231,BU-01_B04,1,,,Bacteroides_uniformis,H160,BP3_1_BU-01-0h_B04_R1_001.fastq.gz,BP3_1_BU-01-0h_B04_R2_001.fastq.gz,BP3_1_BU-01-2h_B04_R1_001.fastq.gz,BP3_1_BU-01-2h_B04_R2_001.fastq.gz,BP3_1_BU-01-8h_B04_R1_001.fastq.gz,BP3_1_BU-01-8h_B04_R2_001.fastq.gz
StrainAtlasProphage_232,BU-01_B05,1,,,Bacteroides_uniformis,H170,BP3_1_BU-01-0h_B05_R1_001.fastq.gz,BP3_1_BU-01-0h_B05_R2_001.fastq.gz,BP3_1_BU-01-2h_B05_R1_001.fastq.gz,BP3_1_BU-01-2h_B05_R2_001.fastq.gz,BP3_1_BU-01-8h_B05_R1_001.fastq.gz,BP3_1_BU-01-8h_B05_R2_001.fastq.gz
StrainAtlasProphage_233,BU-01_B06,1,,,Bacteroides_uniformis,H80,BP3_1_BU-01-0h_B06_R1_001.fastq.gz,BP3_1_BU-01-0h_B06_R2_001.fastq.gz,BP3_1_BU-01-2h_B06_R1_001.fastq.gz,BP3_1_BU-01-2h_B06_R2_001.fastq.gz,BP3_1_BU-01-8h_B06_R1_001.fastq.gz,BP3_1_BU-01-8h_B06_R2_001.fastq.gz
StrainAtlasProphage_234,BU-01_B07,1,,,Bacteroides_uniformis,H168,BP3_1_BU-01-0h_B07_R1_001.fastq.gz,BP3_1_BU-01-0h_B07_R2_001.fastq.gz,BP3_1_BU-01-2h_B07_R1_001.fastq.gz,BP3_1_BU-01-2h_B07_R2_001.fastq.gz,BP3_1_BU-01-8h_B07_R1_001.fastq.gz,BP3_1_BU-01-8h_B07_R2_001.fastq.gz
StrainAtlasProphage_235,BU-01_B08,1,,,Bacteroides_uniformis,P65,BP3_1_BU-01-0h_B08_R1_001.fastq.gz,BP3_1_BU-01-0h_B08_R2_001.fastq.gz,BP3_1_BU-01-2h_B08_R1_001.fastq.gz,BP3_1_BU-01-2h_B08_R2_001.fastq.gz,BP3_1_BU-01-8h_B08_R1_001.fastq.gz,BP3_1_BU-01-8h_B08_R2_001.fastq.gz
StrainAtlasProphage_236,BU-01_B10,1,,,Bacteroides_uniformis,H272,BP3_1_BU-01-0h_B10_R1_001.fastq.gz,BP3_1_BU-01-0h_B10_R2_001.fastq.gz,BP3_1_BU-01-2h_B10_R1_001.fastq.gz,BP3_1_BU-01-2h_B10_R2_001.fastq.gz,BP3_1_BU-01-8h_B10_R1_001.fastq.gz,BP3_1_BU-01-8h_B10_R2_001.fastq.gz
StrainAtlasProphage_237,BU-01_B11,1,,,Bacteroides_uniformis,H278,BP3_1_BU-01-0h_B11_R1_001.fastq.gz,BP3_1_BU-01-0h_B11_R2_001.fastq.gz,BP3_1_BU-01-2h_B11_R1_001.fastq.gz,BP3_1_BU-01-2h_B11_R2_001.fastq.gz,BP3_1_BU-01-8h_B11_R1_001.fastq.gz,BP3_1_BU-01-8h_B11_R2_001.fastq.gz
StrainAtlasProphage_238,BU-01_C01,1,5,,Bacteroides_uniformis,H176,BP3_1_BU-01-0h_C01_R1_001.fastq.gz,BP3_1_BU-01-0h_C01_R2_001.fastq.gz,BP3_1_BU-01-2h_C01_R1_001.fastq.gz,BP3_1_BU-01-2h_C01_R2_001.fastq.gz,BP3_1_BU-01-8h_C01_R1_001.fastq.gz,BP3_1_BU-01-8h_C01_R2_001.fastq.gz
StrainAtlasProphage_239,BU-01_C02,1,,,Bacteroides_uniformis,H125,BP3_1_BU-01-0h_C02_R1_001.fastq.gz,BP3_1_BU-01-0h_C02_R2_001.fastq.gz,BP3_1_BU-01-2h_C02_R1_001.fastq.gz,BP3_1_BU-01-2h_C02_R2_001.fastq.gz,BP3_1_BU-01-8h_C02_R1_001.fastq.gz,BP3_1_BU-01-8h_C02_R2_001.fastq.gz
StrainAtlasProphage_240,BU-01_C03,1,,,Bacteroides_uniformis,H95,BP3_1_BU-01-0h_C03_R1_001.fastq.gz,BP3_1_BU-01-0h_C03_R2_001.fastq.gz,BP3_1_BU-01-2h_C03_R1_001.fastq.gz,BP3_1_BU-01-2h_C03_R2_001.fastq.gz,BP3_1_BU-01-8h_C03_R1_001.fastq.gz,BP3_1_BU-01-8h_C03_R2_001.fastq.gz
StrainAtlasProphage_241,BU-01_C05,1,,,Bacteroides_uniformis,H158,BP3_1_BU-01-0h_C05_R1_001.fastq.gz,BP3_1_BU-01-0h_C05_R2_001.fastq.gz,BP3_1_BU-01-2h_C05_R1_001.fastq.gz,BP3_1_BU-01-2h_C05_R2_001.fastq.gz,BP3_1_BU-01-8h_C05_R1_001.fastq.gz,BP3_1_BU-01-8h_C05_R2_001.fastq.gz
StrainAtlasProphage_242,BU-01_C06,1,,,Bacteroides_uniformis,H81,BP3_1_BU-01-0h_C06_R1_001.fastq.gz,BP3_1_BU-01-0h_C06_R2_001.fastq.gz,BP3_1_BU-01-2h_C06_R1_001.fastq.gz,BP3_1_BU-01-2h_C06_R2_001.fastq.gz,BP3_1_BU-01-8h_C06_R1_001.fastq.gz,BP3_1_BU-01-8h_C06_R2_001.fastq.gz
StrainAtlasProphage_243,BU-01_C07,1,,,Bacteroides_uniformis,H91,BP3_1_BU-01-0h_C07_R1_001.fastq.gz,BP3_1_BU-01-0h_C07_R2_001.fastq.gz,BP3_1_BU-01-2h_C07_R1_001.fastq.gz,BP3_1_BU-01-2h_C07_R2_001.fastq.gz,BP3_1_BU-01-8h_C07_R1_001.fastq.gz,BP3_1_BU-01-8h_C07_R2_001.fastq.gz
StrainAtlasProphage_244,BU-01_C08,1,4,,Bacteroides_uniformis,P76,BP3_1_BU-01-0h_C08_R1_001.fastq.gz,BP3_1_BU-01-0h_C08_R2_001.fastq.gz,BP3_1_BU-01-2h_C08_R1_001.fastq.gz,BP3_1_BU-01-2h_C08_R2_001.fastq.gz,BP3_1_BU-01-8h_C08_R1_001.fastq.gz,BP3_1_BU-01-8h_C08_R2_001.fastq.gz
StrainAtlasProphage_245,BU-01_C09,1,,,Bacteroides_uniformis,H56,BP3_1_BU-01-0h_C09_R1_001.fastq.gz,BP3_1_BU-01-0h_C09_R2_001.fastq.gz,BP3_1_BU-01-2h_C09_R1_001.fastq.gz,BP3_1_BU-01-2h_C09_R2_001.fastq.gz,BP3_1_BU-01-8h_C09_R1_001.fastq.gz,BP3_1_BU-01-8h_C09_R2_001.fastq.gz
StrainAtlasProphage_246,BU-01_C10,1,,,Bacteroides_uniformis,H270,BP3_1_BU-01-0h_C10_R1_001.fastq.gz,BP3_1_BU-01-0h_C10_R2_001.fastq.gz,BP3_1_BU-01-2h_C10_R1_001.fastq.gz,BP3_1_BU-01-2h_C10_R2_001.fastq.gz,BP3_1_BU-01-8h_C10_R1_001.fastq.gz,BP3_1_BU-01-8h_C10_R2_001.fastq.gz
StrainAtlasProphage_247,BU-01_C11,1,,,Bacteroides_uniformis,H292,BP3_1_BU-01-0h_C11_R1_001.fastq.gz,BP3_1_BU-01-0h_C11_R2_001.fastq.gz,BP3_1_BU-01-2h_C11_R1_001.fastq.gz,BP3_1_BU-01-2h_C11_R2_001.fastq.gz,BP3_1_BU-01-8h_C11_R1_001.fastq.gz,BP3_1_BU-01-8h_C11_R2_001.fastq.gz
StrainAtlasProphage_248,BU-01_D01,1,,,Bacteroides_uniformis,H171,BP3_1_BU-01-0h_D01_R1_001.fastq.gz,BP3_1_BU-01-0h_D01_R2_001.fastq.gz,BP3_1_BU-01-2h_D01_R1_001.fastq.gz,BP3_1_BU-01-2h_D01_R2_001.fastq.gz,BP3_1_BU-01-8h_D01_R1_001.fastq.gz,BP3_1_BU-01-8h_D01_R2_001.fastq.gz
