Ratio of isolates with the defense system,AbiN,DmdDE,AbiP2,PD-T4-1,PD-T7-4,PD-T7-3,Tiamat,Hna,MqsRAC,AbiA,Phrann_gp29_gp30,Dodola,Dazbog,Menshen,Olokun,PD-T4-9,AbiR,RADAR,Pycsar,dGTPase,Borvo,RM,Uzume,Aditi,Retron,Dnd,Gao_Ppl,NLR,Butters_gp30_gp31,FS_HP_SDH_sah,Bunzi,SpbK,Rst_TIR-NLR,Rst_gop_beta_cll,RosmerTA,Dsr,RexAB,Stk2,MazEF,PD-T4-8,AbiE,SanaTA,Rst_RT-nitrilase-Tm,PD-Lambda-6,Avs,Gabija,PD-Lambda-4,DRT,RloC,Gao_RL,Paris,AbiI,GAPS4,Abi2,DarTG,Gao_Tmn,Druantia,Shango,Mok_Hok_Sok,Lamassu-Fam,SEFIR,FS_GIY_YIG,PD-Lambda-3,PD-T7-1,Hachiman,FS_HsdR_like,MADS,PD-Lambda-1,PrrC,AbiG,Gao_Hhe,PD-T7-5,Gao_Qat,Eleos,Shedu,Rst_HelicaseDUF2290,DISARM,PD-T4-4,Lit,PfiAT,SspBCDE,RnlAB,BstA,ShosTA,GAPS1,Nhi,AbiV,Thoeris,CBASS,PD-T4-2,Gao_Her,PD-T4-3,AbiC,Septu,Azaca,Dpd,Gao_Iet,PD-T4-10,AbiU,GAPS6,AbiK,Butters_gp57r,AbiL,Rst_Hydrolase-3Tm,BREX,Kiwa,dCTPdeaminase,FS_Sma,pAgo,AbiZ,AbiT,AbiQ,JukAB,AbiH,PD-T7-2,CapRel,SoFIC,Old_exonuclease,Mokosh,Zorya,PD-Lambda-5,PD-T4-6,Rst_DUF4238,PD-Lambda-2,AbiJ,PsyrTA,Rst_3HP,AbiO,Gao_Ape,AbiD,Gao_Mza,CasFinder,Detocs,Pif,PD-T4-5,PD-T4-7,Wadjet
Bacteroides_fragilis_A,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0.22580645161290322,0.16129032258064516,0,0,0,0,0,0,0,0.967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806,0,0.45161290322580644,0.06451612903225806,0,0,0,0.3870967741935484,0,0.06451612903225806,0,0,0.9354838709677419,0,0,0,0,0,0,0,0,0.12903225806451613,0,0,0,0,0.12903225806451613,0,0.03225806451612903,0,0,0,0,0,0,0,0.12903225806451613,0,0,0,0,0,0,0.22580645161290322,0,0,0,0,0,0.22580645161290322,0.22580645161290322,0,0,0.5161290322580645,0,0.3548387096774194,0,0,0,0,0,0,0,0,0.06451612903225806,0,0,0,0,0,0.06451612903225806,0,0,0,0,0.22580645161290322,0.06451612903225806,0,0.45161290322580644,0,0,0,0,0,0,0,0,0,0,0,0,0.2903225806451613,0,0.5806451612903226,0,0,0,0,0
Bacteroides_fragilis,0,0,0.007633587786259542,0,0,0,0.22900763358778625,0.01272264631043257,0,0,0,0.010178117048346057,0.035623409669211195,0.08396946564885496,0.089058524173028,0.058524173027989825,0,0,0.035623409669211195,0,0,0.9923664122137404,0,0,0,0,0,0.07124681933842239,0,0,0,0.043256997455470736,0.04071246819338423,0,0,0,0,0,0.27735368956743,0,0.21374045801526717,0.1984732824427481,0,0,0.002544529262086514,0.2875318066157761,0,0.002544529262086514,0.04071246819338423,0,0.9847328244274809,0,0,0,0.002544529262086514,0,0.11195928753180662,0,0,0.1297709923664122,0.020356234096692113,0,0,0.002544529262086514,0.19592875318066158,0,0.03307888040712468,0.058524173027989825,0,0,0,0,0,0,0.017811704834605598,0.010178117048346057,0,0,0.08396946564885496,0,0.061068702290076333,0.01272264631043257,0,0.05597964376590331,0,0,0,0.1297709923664122,0.23918575063613232,0,0,0,0.017811704834605598,0.06870229007633588,0,0,0.05343511450381679,0,0.06870229007633588,0,0,0,0.03307888040712468,0,0.05597964376590331,0.06361323155216285,0,0,0.20865139949109415,0,0,0,0,0.24173027989821882,0.0916030534351145,0,0.1297709923664122,0,0,0.10178117048346055,0.17048346055979643,0,0,0,0.017811704834605598,0,0,0.24681933842239187,0,0.3333333333333333,0,0.7022900763358778,0.01272264631043257,0,0,0,0.07124681933842239
Bacteroides_nordii,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0.02564102564102564,0,0,0,0,0,0,0.9743589743589743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10256410256410256,0,0.1282051282051282,0.3076923076923077,0,0,0,0.05128205128205128,0,0.3076923076923077,0.07692307692307693,0,0.9487179487179487,0,0,0,0,0,0,0,0,0.07692307692307693,0.02564102564102564,0,0,0,0.02564102564102564,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0.15384615384615385,0,0.07692307692307693,0.02564102564102564,0,0.02564102564102564,0,0,0,0.02564102564102564,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05128205128205128,0,0,0,0.10256410256410256,0,0,0,0,0.3333333333333333,0.07692307692307693,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0.3076923076923077,0,0.1282051282051282,0,0,0,0,0.23076923076923078
Bacteroides_salyersiae,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.15789473684210525,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0,0.05263157894736842,0,0.05263157894736842,0,0,0,0.10526315789473684,0.21052631578947367,0,0,0.05263157894736842,0,1.0,0,0,0,0,0,0,0,0,0.3157894736842105,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0,0.05263157894736842,0.10526315789473684,0,0,0,0,0.42105263157894735,0,0,0.05263157894736842,0,0,0,0,0,0,0,0.05263157894736842,0.15789473684210525,0,0,0,0,0,0,0,0.3684210526315789,0.05263157894736842,0,0,0,0,0,0.3157894736842105,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0.10526315789473684,0,0.7894736842105263,0,0,0,0,0
Bacteroides_faecis,0,0,0,0,0,0,0.043478260869565216,0,0,0,0,0,0,0.043478260869565216,0,0.043478260869565216,0,0,0.043478260869565216,0,0,0.6086956521739131,0,0,0.13043478260869565,0,0,0,0,0,0,0.17391304347826086,0,0,0,0,0,0,0.17391304347826086,0,0,0,0,0,0,0.391304347826087,0,0,0,0,0.9565217391304348,0,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0.17391304347826086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478260869565216,0.043478260869565216,0,0.21739130434782608,0,0,0,0,0,0,0,0,0,0.043478260869565216,0,0,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9130434782608695,0,0.13043478260869565,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0.43478260869565216,0,0.8695652173913043,0.043478260869565216,0,0,0,0.043478260869565216
Bacteroides_thetaiotaomicron,0,0,0.041474654377880185,0,0.11981566820276497,0,0.03686635944700461,0.12903225806451613,0,0,0,0,0.05069124423963134,0.059907834101382486,0.009216589861751152,0.018433179723502304,0,0,0,0,0,0.8617511520737328,0,0,0.004608294930875576,0.009216589861751152,0,0.09216589861751152,0,0,0,0.004608294930875576,0.11981566820276497,0,0,0,0,0,0.2903225806451613,0,0.06912442396313365,0.511520737327189,0,0,0.013824884792626729,0.2488479262672811,0,0.04608294930875576,0.013824884792626729,0,0.9861751152073732,0,0,0,0,0.055299539170506916,0.004608294930875576,0,0,0.08294930875576037,0.05069124423963134,0,0,0,0.22119815668202766,0,0,0,0,0,0,0,0,0,0.009216589861751152,0,0,0,0.08755760368663594,0,0.09216589861751152,0.06912442396313365,0,0.2488479262672811,0,0,0,0.055299539170506916,0.15668202764976957,0,0,0,0,0.12903225806451613,0,0,0.009216589861751152,0,0.041474654377880185,0,0,0,0.009216589861751152,0,0.06912442396313365,0.013824884792626729,0,0,0.16129032258064516,0,0,0,0,0.5207373271889401,0.06912442396313365,0.027649769585253458,0.004608294930875576,0,0.2073732718894009,0.018433179723502304,0.06451612903225806,0,0,0,0.03686635944700461,0,0,0.018433179723502304,0,0.23963133640552994,0,0.31797235023041476,0.12442396313364056,0,0,0,0.009216589861751152
Bacteroides_caccae,0,0,0.13168724279835392,0,0,0,0.13580246913580246,0,0,0,0,0,0.07818930041152264,0.2674897119341564,0.00411522633744856,0.01646090534979424,0,0,0.012345679012345678,0,0,1.0,0,0,0.00823045267489712,0,0,0.0411522633744856,0,0,0,0.00823045267489712,0.06172839506172839,0,0,0,0,0,0.3333333333333333,0,0.11934156378600823,0.053497942386831275,0,0,0.2880658436213992,0.20987654320987653,0,0,0.012345679012345678,0,0.9958847736625515,0,0,0,0.00823045267489712,0.1111111111111111,0,0,0,0.00823045267489712,0.00411522633744856,0,0,0.09876543209876543,0.1934156378600823,0,0.024691358024691357,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0.11934156378600823,0,0.18930041152263374,0.012345679012345678,0,0.09465020576131687,0,0,0,0.102880658436214,0.102880658436214,0,0,0,0.012345679012345678,0.12345679012345678,0,0,0.00823045267489712,0,0.09876543209876543,0,0,0,0.012345679012345678,0,0.0205761316872428,0.00411522633744856,0,0,0.06584362139917696,0,0,0,0,0.11522633744855967,0.0205761316872428,0.0205761316872428,0,0,0,0.0205761316872428,0.18518518518518517,0,0,0,0.012345679012345678,0,0,0,0,0.2839506172839506,0,0.29218106995884774,0.00411522633744856,0,0,0,0.012345679012345678
Bacteroides_finegoldii,0,0,0.06060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303030303030304,0,0,1.0,0,0,0,0,0,0.030303030303030304,0,0,0,0,0.06060606060606061,0,0,0.2727272727272727,0,0,0.30303030303030304,0,0.15151515151515152,0.3333333333333333,0,0,0,0.24242424242424243,0,0.06060606060606061,0.12121212121212122,0,1.0,0,0,0,0.06060606060606061,0.06060606060606061,0,0,0,0,0.12121212121212122,0,0,0,0.09090909090909091,0,0.21212121212121213,0,0.48484848484848486,0,0,0,0,0.030303030303030304,0,0,0,0,0.09090909090909091,0,0.06060606060606061,0.030303030303030304,0,0.18181818181818182,0,0,0,0.030303030303030304,0.09090909090909091,0,0,0,0,0.18181818181818182,0,0,0,0.030303030303030304,0.09090909090909091,0,0,0,0,0,0.06060606060606061,0.24242424242424243,0,0,0.030303030303030304,0,0,0,0,0.5151515151515151,0,0.06060606060606061,0,0,0,0,0.06060606060606061,0,0,0,0,0,0,0,0,0.6363636363636364,0,0,0,0,0,0,0
Bacteroides_intestinigallinarum,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0.8571428571428571,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0.14285714285714285,0,0,0.14285714285714285,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,0,0,0.2857142857142857,0,0,0,0.14285714285714285,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0,0.2857142857142857,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0,0.5714285714285714,0,0,0,0,0.14285714285714285
Bacteroides_ovatus,0,0,0.023316062176165803,0,0,0,0.06994818652849741,0,0,0,0,0,0.02849740932642487,0.07512953367875648,0,0.08031088082901554,0,0,0.025906735751295335,0,0,0.9948186528497409,0.16062176165803108,0,0.12694300518134716,0,0,0.015544041450777202,0,0,0,0.0025906735751295338,0.007772020725388601,0,0,0,0,0,0.35233160621761656,0,0.13471502590673576,0.13471502590673576,0,0,0.018134715025906734,0.2616580310880829,0,0.025906735751295335,0.24093264248704663,0,0.9844559585492227,0,0,0,0.06476683937823834,0.0025906735751295338,0.012953367875647668,0,0,0.03626943005181347,0.0051813471502590676,0,0,0,0.23575129533678757,0,0.02849740932642487,0.031088082901554404,0.054404145077720206,0,0,0,0,0,0,0,0,0,0.10880829015544041,0,0.08549222797927461,0.17098445595854922,0,0.05181347150259067,0,0,0,0.11139896373056994,0.16062176165803108,0,0,0,0,0.09844559585492228,0.015544041450777202,0,0.02072538860103627,0,0.04922279792746114,0,0,0,0.39378238341968913,0,0.19170984455958548,0.02072538860103627,0,0,0.14766839378238342,0,0,0,0,0.3005181347150259,0.10880829015544041,0.04145077720207254,0,0,0,0.07253886010362694,0.054404145077720206,0,0,0,0.012953367875647668,0,0,0,0,0.3911917098445596,0,0.17357512953367876,0.06994818652849741,0,0,0,0
Bacteroides_sp902362375,0,0,0,0,0,0,0.26666666666666666,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,1.0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.8,0,0,0,0,0.06666666666666667,0,0,0.06666666666666667,0,1.0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0.26666666666666666,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0.26666666666666666,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0,0.06666666666666667,0,0,0,0,0.4,0,0,0,0,0,0,0.06666666666666667,0,0,0,0.06666666666666667,0,0,0,0,0.2,0,0,0,0,0,0,0
Bacteroides_xylanisolvens,0,0,0,0,0,0,0.03980099502487562,0,0,0,0,0,0.009950248756218905,0.0845771144278607,0.004975124378109453,0.15920398009950248,0,0,0.024875621890547265,0,0,1.0,0.373134328358209,0,0.35323383084577115,0,0,0,0,0,0,0,0.004975124378109453,0,0,0,0,0,0.3283582089552239,0,0.3383084577114428,0.18407960199004975,0,0,0.13432835820895522,0.24875621890547264,0,0.07462686567164178,0.5223880597014925,0,1.0,0,0,0,0,0.06467661691542288,0.01990049751243781,0,0,0.03980099502487562,0.004975124378109453,0,0,0.03980099502487562,0.4427860696517413,0,0.009950248756218905,0,0.08955223880597014,0,0,0,0,0,0,0.004975124378109453,0,0.009950248756218905,0.06467661691542288,0,0.014925373134328358,0.029850746268656716,0,0.03980099502487562,0,0,0,0.07960199004975124,0.1044776119402985,0,0,0,0,0.9502487562189055,0,0,0.1044776119402985,0,0.06467661691542288,0,0,0,0.48258706467661694,0,0.03482587064676617,0.01990049751243781,0,0,0.08955223880597014,0,0,0,0,0.13930348258706468,0.07960199004975124,0.03482587064676617,0,0,0.029850746268656716,0.024875621890547265,0.024875621890547265,0,0,0,0.01990049751243781,0,0,0,0,0.3034825870646766,0,0.04975124378109453,0.01990049751243781,0,0,0,0.004975124378109453
